ad_name,status,ad_type,product_code,bidding_mode,placement,ad_started_at,impressions,clicks,ctr,conversions,direct_conversions,cvr,direct_cvr,cost_per_conversion,units_sold,direct_units_sold,gmv,direct_gmv,spend,roas,direct_roas,period_start,period_end,granularity,days_in_period,is_shop_level,cpc,aov,spend_per_day,units_per_day,brand,family
"InKano Ravine - Sleveless dress wanita ironless crinkle fabric, midi inner dress wanita",Berjalan,Iklan Produk,25532425535,GMV Max ROAS,Semua Penempatan,2024-06-24,64812.0,1905.0,0.0294,40.0,20.0,0.021,0.0105,16040.46,43.0,22.0,7748100.0,3978000.0,641618.0,12.08,6.2,2026-04-01,2026-04-30,monthly,30,False,336.81,180188.37,21387.27,1.433,inkano,ravine
InKano Shiso - Dress wanita 100% cotton dengan details contrast stitching,Berjalan,Iklan Produk,53403769798,GMV Max ROAS,Semua Penempatan,2025-12-29,63283.0,1847.0,0.0292,21.0,21.0,0.011399999999999999,0.011399999999999999,31069.91,21.0,21.0,6547100.0,6547100.0,652468.0,10.03,10.03,2026-04-01,2026-04-30,monthly,30,False,353.26,311766.67,21748.93,0.7,inkano,shiso
InKano Ripple - Rok plisket wanita flowy pinggang karet [2],Berjalan,Iklan Produk,25439467291,GMV Max ROAS,Semua Penempatan,2024-12-16,62992.0,1821.0,0.028900000000000002,26.0,23.0,0.0143,0.0126,35317.48,26.0,23.0,8610700.0,8127300.0,918254.0,9.38,8.85,2026-04-01,2026-04-30,monthly,30,False,504.26,331180.77,30608.47,0.867,inkano,ripple
InKano Alpine - Celana denim wanita relaxed fit dengan elastic di bagian belakang,Berjalan,Iklan Produk,29777681282,GMV Max ROAS,Semua Penempatan,2025-03-01,61100.0,1607.0,0.0263,40.0,23.0,0.024900000000000002,0.0143,37921.22,43.0,24.0,12541500.0,8364700.0,1516849.0,8.27,5.51,2026-04-01,2026-04-30,monthly,30,False,943.9,291662.79,50561.63,1.433,inkano,alpine
InKano Flint - Kemeja sleeveless wanita 100% cotton dengan details contrast stitching,Berjalan,Iklan Produk,51853780373,GMV Max ROAS,Semua Penempatan,2025-12-29,60244.0,1939.0,0.0322,40.0,34.0,0.0206,0.0175,17399.8,43.0,36.0,6173300.0,4975000.0,695992.0,8.87,7.15,2026-04-01,2026-04-30,monthly,30,False,358.94,143565.12,23199.73,1.433,inkano,flint
InKano Palmer - Celana pendek wanita,Berjalan,Iklan Produk,43161943121,GMV Max ROAS,Semua Penempatan,2025-08-08,51308.0,2566.0,0.05,43.0,34.0,0.0168,0.013300000000000001,19003.07,43.0,34.0,8150600.0,6684800.0,817132.0,9.97,8.18,2026-04-01,2026-04-30,monthly,30,False,318.45,189548.84,27237.73,1.433,inkano,palmer
InKano Tharra - Atasan sleeveless wanita katun dengan details bordir bunga,Berjalan,Iklan Produk,42817778717,GMV Max ROAS,Semua Penempatan,2025-09-09,43695.0,1892.0,0.0433,24.0,19.0,0.0127,0.01,22315.62,24.0,19.0,4522300.0,3617200.0,535575.0,8.44,6.75,2026-04-01,2026-04-30,monthly,30,False,283.07,188429.17,17852.5,0.8,inkano,tharra
InKano Vine - Kemeja wanita stripes bahan full katun,Berjalan,Iklan Produk,27774742340,GMV Max ROAS,Semua Penempatan,2025-01-30,29555.0,949.0,0.0321,13.0,12.0,0.0137,0.0126,24719.2,14.0,13.0,3176000.0,2997000.0,321350.0,9.88,9.33,2026-04-01,2026-04-30,monthly,30,False,338.62,226857.14,10711.67,0.467,inkano,vine
InKano Elden - Cardigan/atasan rajut dengan details kancing dan unfinished hemming,Berjalan,Iklan Produk,56109117307,GMV Max ROAS,Semua Penempatan,2026-04-20,28998.0,842.0,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105672.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,125.5,,3522.4,,inkano,elden
InKano Kairi - Atasan Wanita sleeveless bahan kain soft flannel kotak,Berjalan,Iklan Produk,48959151353,GMV Max ROAS,Semua Penempatan,2026-04-20,24870.0,1315.0,0.0529,17.0,13.0,0.0129,0.009899999999999999,17032.94,17.0,13.0,3793000.0,2647000.0,289560.0,13.1,9.14,2026-04-01,2026-04-30,monthly,30,False,220.2,223117.65,9652.0,0.567,inkano,kairi
InKano Kaeli - Dress wanita katun sleeveless dengan details stitching,Berjalan,Iklan Produk,50859129020,GMV Max ROAS,Semua Penempatan,2026-04-20,24008.0,745.0,0.031,17.0,17.0,0.022799999999999997,0.022799999999999997,23763.48,17.0,17.0,5213000.0,5213000.0,403979.0,12.9,12.9,2026-04-01,2026-04-30,monthly,30,False,542.25,306647.06,13465.97,0.567,inkano,kaeli
"InKano Paige - Kemeja rayon wanita full kancing warna putih, coklat muda, hitam, olive, hijau sage, biru tua, biru muda [4]",Berjalan,Iklan Produk,4216455466,GMV Max ROAS,Semua Penempatan,2024-06-08,22916.0,845.0,0.0369,20.0,19.0,0.023700000000000002,0.0225,13724.3,21.0,20.0,3286500.0,3116400.0,274486.0,11.97,11.35,2026-04-01,2026-04-30,monthly,30,False,324.84,156500.0,9149.53,0.7,inkano,paige
InKano Veluna - Cardigan rajut dengan textur cable dan details kancing,Berjalan,Iklan Produk,47159137555,GMV Max ROAS,Semua Penempatan,2026-04-20,22131.0,765.0,0.0346,10.0,6.0,0.0131,0.0078000000000000005,38979.94,10.0,6.0,3790000.0,2574000.0,389799.0,9.72,6.6,2026-04-01,2026-04-30,monthly,30,False,509.54,379000.0,12993.3,0.333,inkano,veluna
InKano Arin - Rok midi Wanita dengan bahan kain soft flannel kotak,Berjalan,Iklan Produk,47709151141,GMV Max ROAS,Semua Penempatan,2026-04-20,19276.0,746.0,0.0387,5.0,4.0,0.0067,0.0054,47476.61,5.0,4.0,1525000.0,1136000.0,237383.0,6.42,4.79,2026-04-01,2026-04-30,monthly,30,False,318.21,305000.0,7912.77,0.167,inkano,arin
InKano Sable - Linen outer wanita unfinished details and contrast stitching,Berjalan,Iklan Produk,41511942583,GMV Max ROAS,Semua Penempatan,2025-08-08,18764.0,1051.0,0.055999999999999994,5.0,4.0,0.0048,0.0038,39708.5,5.0,4.0,995000.0,806000.0,198543.0,5.01,4.06,2026-04-01,2026-04-30,monthly,30,False,188.91,199000.0,6618.1,0.167,inkano,sable
InKano Lerya - Rok satin ikat dengan details drapery,Berjalan,Iklan Produk,57309133858,GMV Max ROAS,Semua Penempatan,2026-04-20,13279.0,435.0,0.032799999999999996,4.0,2.0,0.0092,0.0046,25571.22,4.0,2.0,704700.0,438000.0,102285.0,6.89,4.28,2026-04-01,2026-04-30,monthly,30,False,235.14,176175.0,3409.5,0.133,inkano,lerya
"InKano Bree - Sleeveless midi dress rayon warna putih, coklat beige, hijau olive, hijau sage, hitam [4]",Dijeda,Iklan Produk,8012587266,GMV Max ROAS,Semua Penempatan,2024-10-26,134295.0,4396.0,0.0327,85.0,63.0,0.019299999999999998,0.0143,28207.3,88.0,66.0,21948400.0,17609000.0,2397621.0,9.15,7.34,2026-04-01,2026-04-30,monthly,30,False,545.41,249413.64,79920.7,2.933,inkano,bree
InKano Brisa - Outerwear rajut wanita knitwear cardigan dengan details unfinished,Dijeda,Iklan Produk,43061856720,GMV Max ROAS,Semua Penempatan,2025-08-08,130382.0,4671.0,0.0358,118.0,109.0,0.0253,0.0233,35439.64,120.0,110.0,48524600.0,46090000.0,4181878.0,11.6,11.02,2026-04-01,2026-04-30,monthly,30,False,895.29,404371.67,139395.93,4.0,inkano,brisa
InKano Rumi - Atasan sleeveless gingham dengan texture smock dan contrasting thread,Dijeda,Iklan Produk,42028904977,GMV Max ROAS,Semua Penempatan,2026-03-02,96478.0,4077.0,0.042300000000000004,48.0,36.0,0.0118,0.0088,26720.39,48.0,36.0,13318300.0,10534000.0,1282579.0,10.38,8.21,2026-04-01,2026-04-30,monthly,30,False,314.59,277464.58,42752.63,1.6,inkano,rumi
InKano Cirrus - Dress wanita sleeveless midi dress wanita dengan details rok balloon,Dijeda,Iklan Produk,26391942529,GMV Max ROAS,Semua Penempatan,2025-09-22,96136.0,6088.0,0.0633,36.0,29.0,0.0059,0.0048,33204.2,37.0,30.0,10727200.0,8770000.0,1195351.0,8.97,7.34,2026-04-01,2026-04-30,monthly,30,False,196.35,289924.32,39845.03,1.233,inkano,cirrus
InKano Thyme Clove - Atasan rajut wanita dengan floral details untuk layering,Dijeda,Iklan Produk,25339467342,GMV Max ROAS,Semua Penempatan,2024-12-16,93226.0,3460.0,0.0371,27.0,25.0,0.0078000000000000005,0.0072,35372.15,27.0,25.0,9423000.0,8975000.0,955048.0,9.87,9.4,2026-04-01,2026-04-30,monthly,30,False,276.03,349000.0,31834.93,0.9,inkano,thyme
InKano Tava - Kaos 100% cotton long sleeve and high neck,Dijeda,Iklan Produk,53952628803,GMV Max ROAS,Semua Penempatan,2025-12-29,83528.0,3518.0,0.0421,51.0,44.0,0.014499999999999999,0.0125,21994.99,60.0,53.0,10077400.0,8957000.0,1121744.0,8.98,7.98,2026-04-01,2026-04-30,monthly,30,False,318.86,167956.67,37391.47,2.0,inkano,tava
Inkano Linden - Celana wanita relaxed celana bahan wanita untuk kantor dan casual,Dijeda,Iklan Produk,29112632697,GMV Max ROAS,Semua Penempatan,2024-10-02,81859.0,3192.0,0.039,60.0,55.0,0.018799999999999997,0.0172,17104.58,61.0,56.0,11819800.0,10945600.0,1026275.0,11.52,10.67,2026-04-01,2026-04-30,monthly,30,False,321.51,193767.21,34209.17,2.033,inkano,linden
InKano Amary - Sleeveless dress wanita dengan details rok plisket,Dijeda,Iklan Produk,29075945430,GMV Max ROAS,Semua Penempatan,2025-02-15,77107.0,3330.0,0.0432,30.0,25.0,0.009000000000000001,0.0075,37794.25,30.0,25.0,11108700.0,9845100.0,1133827.0,9.8,8.68,2026-04-01,2026-04-30,monthly,30,False,340.49,370290.0,37794.23,1.0,inkano,amary
InKano Surrey - Rok midi wanita pleated bahan katun [5],Dijeda,Iklan Produk,11800739620,GMV Max ROAS,Semua Penempatan,2024-06-08,76003.0,2950.0,0.0388,31.0,21.0,0.0105,0.0070999999999999995,27914.02,33.0,22.0,7040000.0,5649000.0,865335.0,8.14,6.53,2026-04-01,2026-04-30,monthly,30,False,293.33,213333.33,28844.5,1.1,inkano,surrey
"InKano Basic Shirt - Kemeja basic rayon full kancing warna putih, hitam dan biru navy [4]",Dijeda,Iklan Produk,4654707139,GMV Max ROAS,Semua Penempatan,2024-06-11,69967.0,2364.0,0.0338,34.0,33.0,0.0144,0.013999999999999999,18836.14,37.0,36.0,6373000.0,6084000.0,640429.0,9.95,9.5,2026-04-01,2026-04-30,monthly,30,False,270.91,172243.24,21347.63,1.233,inkano,shirt
InKano Basic Tee - Kaos wanita full katun atasan wanita basic lengan pendek,Dijeda,Iklan Produk,55250147702,GMV Max ROAS,Semua Penempatan,2025-10-25,63823.0,1673.0,0.0262,52.0,47.0,0.0311,0.0281,13354.05,63.0,56.0,6451700.0,5514300.0,694411.0,9.29,7.94,2026-04-01,2026-04-30,monthly,30,False,415.07,102407.94,23147.03,2.1,inkano,kaos
InKano Pollen - Celana wanita kantor dengan potongan lurus dan bahan premium,Dijeda,Iklan Produk,53653314955,GMV Max ROAS,Semua Penempatan,2025-12-29,63142.0,1944.0,0.0308,35.0,28.0,0.018000000000000002,0.0144,24754.71,36.0,29.0,8145200.0,7296500.0,866415.0,9.4,8.42,2026-04-01,2026-04-30,monthly,30,False,445.69,226255.56,28880.5,1.2,inkano,pollen
InKano Eiro - Rok wanita dengan pinggang karet dan details plisket crinkled fabric,Dijeda,Iklan Produk,29389584649,GMV Max ROAS,Semua Penempatan,2025-08-08,55856.0,2257.0,0.0404,29.0,15.0,0.0128,0.0066,28025.04,33.0,18.0,7716500.0,5362000.0,812726.0,9.49,6.6,2026-04-01,2026-04-30,monthly,30,False,360.09,233833.33,27090.87,1.1,inkano,eiro
"InKano Acre Dress - Sleeveless dress katun maxi dress sleeveless hitam, navy, dan gingham [3]",Dijeda,Iklan Produk,26150443050,GMV Max ROAS,Semua Penempatan,2024-06-08,43793.0,1941.0,0.0443,14.0,10.0,0.0072,0.0052,33908.02,14.0,10.0,4042600.0,3050000.0,474712.0,8.52,6.42,2026-04-01,2026-04-30,monthly,30,False,244.57,288757.14,15823.73,0.467,inkano,acre
InKano Solin - Atasan wanita dengan details plisket crinkled fabric,Dijeda,Iklan Produk,40611870614,GMV Max ROAS,Semua Penempatan,2025-08-08,28581.0,1348.0,0.0472,14.0,4.0,0.0104,0.003,22144.8,14.0,4.0,2840400.0,896000.0,310027.0,9.16,2.89,2026-04-01,2026-04-30,monthly,30,False,229.99,202885.71,10334.23,0.467,inkano,solin
InKano Hinari - Outerwear wanita lightweight dan sheer dengan details bordir dan scallop edge,Dijeda,Iklan Produk,44956512669,GMV Max ROAS,Semua Penempatan,2026-02-27,19925.0,747.0,0.0375,3.0,2.0,0.004,0.0027,34001.75,3.0,2.0,647000.0,458000.0,102005.0,6.34,4.49,2026-04-01,2026-04-30,monthly,30,False,136.55,215666.67,3400.17,0.1,inkano,hinari
InKano Plume Sol - Sleeveless dress wanita dengan details texture fabric and tier silouette,Dijeda,Iklan Produk,55550137369,GMV Max ROAS,Semua Penempatan,2025-10-25,16092.0,700.0,0.0435,11.0,6.0,0.015700000000000002,0.0086,27308.57,11.0,6.0,2871200.0,1474000.0,300394.0,9.56,4.91,2026-04-01,2026-04-30,monthly,30,False,429.13,261018.18,10013.13,0.367,inkano,plume
InKano Nemi - Atasan wanita lengan panjang dengan detail kancing dan curved hemming,Dijeda,Iklan Produk,41928916088,GMV Max ROAS,Semua Penempatan,2026-02-27,9230.0,353.0,0.0382,2.0,1.0,0.005699999999999999,0.0028000000000000004,24692.26,2.0,1.0,398500.0,249000.0,49385.0,8.07,5.04,2026-04-01,2026-04-30,monthly,30,False,139.9,199250.0,1646.17,0.067,inkano,nemi
InKano Castor - Atasan wanita dengan details kerut,Dijeda,Iklan Produk,56401919154,GMV Max ROAS,Semua Penempatan,2025-11-26,7964.0,134.0,0.0168,1.0,1.0,0.0075,0.0075,34489.13,1.0,1.0,94500.0,94500.0,34489.0,2.74,2.74,2026-04-01,2026-04-30,monthly,30,False,257.38,94500.0,1149.63,0.033,inkano,castor
InKano Suki - Sleeveless midi dress A Line dengan motif gingham details smock,Dijeda,Iklan Produk,55556500199,GMV Max ROAS,Semua Penempatan,2026-03-02,6886.0,299.0,0.0434,4.0,4.0,0.0134,0.0134,32873.16,4.0,4.0,1496000.0,1496000.0,131493.0,11.38,11.38,2026-04-01,2026-04-30,monthly,30,False,439.78,374000.0,4383.1,0.133,inkano,suki
InKano Nako - Rok wanita motif floral A line midi skirt with floral texture,Dijeda,Iklan Produk,45106306428,GMV Max ROAS,Semua Penempatan,2026-02-20,6855.0,165.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129228.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,783.2,,4307.6,,inkano,nako
InKano Acker - Atasan wanita dengan bahan soft rib rajut dan contrasting fabric,Dijeda,Iklan Produk,42561854974,GMV Max ROAS,Semua Penempatan,2025-08-08,5756.0,273.0,0.047400000000000005,7.0,3.0,0.0256,0.011000000000000001,8097.98,7.0,3.0,995800.0,507000.0,56686.0,17.57,8.94,2026-04-01,2026-04-30,monthly,30,False,207.64,142257.14,1889.53,0.233,inkano,acker
InKano Malva - Atasan wanita 100% katun lengan panjang dengan details kancing,Dijeda,Iklan Produk,53956496400,GMV Max ROAS,Semua Penempatan,2026-02-27,5175.0,140.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21006.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,150.04,,700.2,,inkano,malva
"InKano Cycle Jacket - See through jacket texturized fabric jaket wanita dengan hoodie warna beige, dusty pink, coklat [6]",Dijeda,Iklan Produk,22619901508,GMV Max ROAS,Semua Penempatan,2024-06-11,4583.0,165.0,0.036000000000000004,1.0,0.0,0.0060999999999999995,0.0,22130.71,1.0,0.0,98700.0,0.0,22131.0,4.46,0.0,2026-04-01,2026-04-30,monthly,30,False,134.13,98700.0,737.7,0.033,inkano,cycle
InKano Skylet - Sleeveless dress wanita minimalist maxi dress wanita dengan details crinkle texture dan straight cut,Dijeda,Iklan Produk,27176054532,GMV Max ROAS,Semua Penempatan,2025-02-15,4025.0,167.0,0.0415,1.0,1.0,0.006,0.006,63885.71,1.0,1.0,229000.0,229000.0,63886.0,3.58,3.58,2026-04-01,2026-04-30,monthly,30,False,382.55,229000.0,2129.53,0.033,inkano,skylet
InKano Echo - Celana pendek parasut wanita full pinggang karet,Dijeda,Iklan Produk,27703225497,GMV Max ROAS,Semua Penempatan,2024-06-24,3558.0,95.0,0.026699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30808.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,324.29,,1026.93,,inkano,echo
InKano Narei - Atasan/Outer wanita semi-sheer dengan details floral embroidery,Dijeda,Iklan Produk,55905332486,GMV Max ROAS,Semua Penempatan,2026-01-28,2938.0,98.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8137.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,83.03,,271.23,,inkano,narei
"InKano Ridge - Sleeveless maxi dress terbaru dengan style korea dan bahan rayon premium warna hitam, dusty lilac ungu muda, pink shades [4]",Dijeda,Iklan Produk,10979039292,GMV Max ROAS,Semua Penempatan,2024-07-10,2469.0,48.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4639.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,96.65,,154.63,,inkano,ridge
InKano Sorin - Outer wanita dengan textured floral fabric dan details tali.,Dijeda,Iklan Produk,27894132247,GMV Max ROAS,Semua Penempatan,2026-01-28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,,,,,inkano,sorin
InKano Fray - Celana wanita high waist relaxed fit,Dijeda,Iklan Produk,24991420380,GMV Max ROAS,Semua Penempatan,2025-02-15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,,,,,inkano,fray
"InKano Meadow - Cardigan rajut wanita bahan full katun, knit cardigan wanita [2]",Dijeda,Iklan Produk,41051655502,GMV Max ROAS,Semua Penempatan,2025-11-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-01,2026-04-30,monthly,30,False,,,,,inkano,meadow
Shop GMV Max,Berjalan,,0,GMV Max Auto Bidding (Shop),Semua Penempatan,2025-11-05,3101680.0,134566.0,0.0434,1158.0,845.0,0.0086,0.0063,20430.34,1205.0,879.0,229353500.0,164787600.0,23658335.0,9.69,6.97,2026-05-01,2026-05-31,monthly,31,True,175.81,190334.85,763172.1,38.871,inkano,shop
InKano Haze - Atasan rajut basic wanita dengan bahan full katun inner basic wanita lengan panjang,Berjalan,Iklan Produk,26214700605,GMV Max ROAS,Semua Penempatan,2024-10-22,437486.0,16965.0,0.0388,208.0,188.0,0.0123,0.0111,26778.14,225.0,205.0,52966600.0,49263200.0,5569852.0,9.51,8.84,2026-05-01,2026-05-31,monthly,31,False,328.31,235407.11,179672.65,7.258,inkano,haze
InKano Fressia - Sleeveless atasan wanita dengan details applikasi floral.,Berjalan,Iklan Produk,26778177709,GMV Max ROAS,Semua Penempatan,2025-03-04,427154.0,18229.0,0.042699999999999995,220.0,198.0,0.0121,0.0109,22608.3,224.0,202.0,50665000.0,45868700.0,4973825.0,10.19,9.22,2026-05-01,2026-05-31,monthly,31,False,272.85,226183.04,160445.97,7.226,inkano,fressia
InKano Cassia - Outer knit wanita lengan panjang dengan scallop hemming outerwear rajut wanita,Berjalan,Iklan Produk,40556691928,GMV Max ROAS,Semua Penempatan,2025-06-30,408131.0,16069.0,0.0394,221.0,186.0,0.0138,0.0116,33230.53,222.0,187.0,74892000.0,65353000.0,7343946.0,10.2,8.9,2026-05-01,2026-05-31,monthly,31,False,457.03,337351.35,236901.48,7.161,inkano,cassia
InKano Cassia - Outer knit wanita lengan panjang dengan scallop hemming outerwear rajut wanita,Berjalan,Iklan Produk,27062867019,GMV Max ROAS,Semua Penempatan,2024-11-04,393061.0,14120.0,0.0359,188.0,169.0,0.013300000000000001,0.012,33659.82,192.0,170.0,64877850.0,59250000.0,6328046.0,10.25,9.36,2026-05-01,2026-05-31,monthly,31,False,448.16,337905.47,204130.52,6.194,inkano,cassia
InKano Neva Tee - Kaos wanita 100% cotton crewneck tee dengan contrastic fabric,Berjalan,Iklan Produk,42817883477,GMV Max ROAS,Semua Penempatan,2025-09-10,368802.0,15160.0,0.041100000000000005,356.0,325.0,0.0235,0.021400000000000002,13314.77,393.0,359.0,46947900.0,40793900.0,4740059.0,9.9,8.61,2026-05-01,2026-05-31,monthly,31,False,312.67,119460.31,152905.13,12.677,inkano,neva
InKano Thames Outer - Outerwear wanita knit cardigan wanita dengan details dash dan kancing,Berjalan,Iklan Produk,29273185813,GMV Max ROAS,Semua Penempatan,2025-01-11,359551.0,13299.0,0.037000000000000005,167.0,156.0,0.0126,0.011699999999999999,41517.55,169.0,158.0,69743400.0,66202000.0,6933430.0,10.06,9.55,2026-05-01,2026-05-31,monthly,31,False,521.35,412682.84,223659.03,5.452,inkano,thames
InKano Thames Outer - Outerwear wanita knit cardigan wanita dengan details dash dan kancing [4],Berjalan,Iklan Produk,22787969197,GMV Max ROAS,Semua Penempatan,2024-06-17,339483.0,12062.0,0.0355,148.0,138.0,0.0123,0.011399999999999999,39538.37,157.0,146.0,63924800.0,61174000.0,5851679.0,10.92,10.45,2026-05-01,2026-05-31,monthly,31,False,485.13,407164.33,188763.84,5.065,inkano,thames
InKano Plume Sol - Sleeveless dress wanita dengan details texture fabric and tier silouette,Berjalan,Iklan Produk,28074783892,GMV Max ROAS,Semua Penempatan,2025-01-30,305827.0,16602.0,0.054299999999999994,229.0,198.0,0.0138,0.011899999999999999,22900.23,230.0,199.0,55945200.0,48896800.0,5244152.0,10.67,9.32,2026-05-01,2026-05-31,monthly,31,False,315.87,243240.0,169166.19,7.419,inkano,plume
InKano Tharra - Atasan sleeveless wanita katun dengan details bordir bunga,Berjalan,Iklan Produk,42817778717,GMV Max ROAS,Semua Penempatan,2025-09-09,289253.0,13759.0,0.047599999999999996,157.0,136.0,0.011399999999999999,0.009899999999999999,21046.33,157.0,136.0,31388700.0,27414400.0,3304274.0,9.5,8.3,2026-05-01,2026-05-31,monthly,31,False,240.15,199928.03,106589.48,5.065,inkano,tharra
InKano Spire Dress - Sleeveless dress korea wanita katun warna coklat dan hitam black [7],Berjalan,Iklan Produk,19970359270,GMV Max ROAS,Semua Penempatan,2024-10-26,286122.0,9896.0,0.0346,88.0,76.0,0.0089,0.0077,32796.53,90.0,78.0,27767900.0,24489600.0,2886095.0,9.62,8.49,2026-05-01,2026-05-31,monthly,31,False,291.64,308532.22,93099.84,2.903,inkano,spire
"InKano Seville - Sleeveless midi dress wanita bahan katun warna beige coklat muda, navy blue, pearl ivory, peanut coklat tua [6]",Berjalan,Iklan Produk,5418636273,GMV Max ROAS,Semua Penempatan,2024-06-08,224149.0,8168.0,0.0364,145.0,137.0,0.0178,0.0168,19908.96,154.0,146.0,27266600.0,26050700.0,2886799.0,9.45,9.02,2026-05-01,2026-05-31,monthly,31,False,353.43,177055.84,93122.55,4.968,inkano,seville
InKano Aera - Atasan Wanita dengan bahan rayon spandex dan details asymmetric draping,Berjalan,Iklan Produk,49950037935,GMV Max ROAS,Semua Penempatan,2025-11-05,222212.0,8043.0,0.0362,173.0,155.0,0.0215,0.019299999999999998,19599.7,177.0,159.0,30875500.0,27595200.0,3390747.0,9.11,8.14,2026-05-01,2026-05-31,monthly,31,False,421.58,174437.85,109378.94,5.71,inkano,aera
InKano Spire Dress Maxi - Sleeveless dress korea wanita katun warna coklat dan hitam black,Berjalan,Iklan Produk,27923231189,GMV Max ROAS,Semua Penempatan,2025-01-11,216259.0,7664.0,0.0354,84.0,69.0,0.011000000000000001,0.009000000000000001,31913.89,84.0,69.0,28326900.0,24137800.0,2680767.0,10.57,9.0,2026-05-01,2026-05-31,monthly,31,False,349.79,337225.0,86476.35,2.71,inkano,spire
InKano Stripes Union - Oversized stripes cotton knit top with long sleeve bahan katun korean style [5],Berjalan,Iklan Produk,18680549695,GMV Max ROAS,Semua Penempatan,2024-06-08,209588.0,7493.0,0.0358,120.0,107.0,0.016,0.0143,32182.23,126.0,108.0,37384700.0,32292000.0,3861867.0,9.68,8.36,2026-05-01,2026-05-31,monthly,31,False,515.4,296703.97,124576.35,4.065,inkano,stripes
InKano Cascade - Everyday sleeveless top wanita atasan wanita sleevelss bahan parasut,Berjalan,Iklan Produk,29802573288,GMV Max ROAS,Semua Penempatan,2024-06-13,208960.0,8690.0,0.0416,140.0,111.0,0.0161,0.0128,16375.52,141.0,112.0,21604300.0,16628400.0,2292573.0,9.42,7.25,2026-05-01,2026-05-31,monthly,31,False,263.82,153221.99,73953.97,4.548,inkano,cascade
InKano Lyn - Atasan wanita tanpa lengan sleveless top wanita dengan bahan ironless dan flowy dan details drape di pundak,Berjalan,Iklan Produk,28753233081,GMV Max ROAS,Semua Penempatan,2024-06-24,204965.0,6921.0,0.0338,90.0,84.0,0.013000000000000001,0.0121,18001.88,91.0,85.0,15161500.0,14365000.0,1620169.0,9.36,8.87,2026-05-01,2026-05-31,monthly,31,False,234.09,166609.89,52263.52,2.935,inkano,lyn
InKano Barrel Pants - Celana panjang wanita dengan cutting barrel dan bahan katun,Berjalan,Iklan Produk,27738375792,GMV Max ROAS,Semua Penempatan,2025-07-07,195775.0,10036.0,0.0513,125.0,107.0,0.0125,0.010700000000000001,27334.16,127.0,108.0,32228700.0,29130700.0,3416770.0,9.43,8.53,2026-05-01,2026-05-31,monthly,31,False,340.45,253769.29,110218.39,4.097,inkano,barrel
InKano Marri Longsleeves - Cropped top knitted top with embossed pattern in long sleeves. [6],Berjalan,Iklan Produk,24369177837,GMV Max ROAS,Semua Penempatan,2024-06-17,191948.0,9708.0,0.0506,86.0,67.0,0.0089,0.0069,30881.18,90.0,70.0,26314300.0,22080000.0,2655782.0,9.91,8.31,2026-05-01,2026-05-31,monthly,31,False,273.57,292381.11,85670.39,2.903,inkano,marri
"InKano Waves - Midi dress bahan katun warna Putih (berfuring), Beige, Biru tua, Coklat tua, Hitam [7]",Berjalan,Iklan Produk,6137355964,GMV Max ROAS,Semua Penempatan,2024-06-08,176682.0,7623.0,0.0431,114.0,101.0,0.015,0.0132,20640.6,120.0,106.0,24156000.0,21431300.0,2353028.0,10.27,9.11,2026-05-01,2026-05-31,monthly,31,False,308.67,201300.0,75904.13,3.871,inkano,waves
InKano Rilys - Rok wanita rayon premium dengan details tier dan pinggang elastic,Berjalan,Iklan Produk,28738367414,GMV Max ROAS,Semua Penempatan,2025-07-07,175556.0,7631.0,0.0435,149.0,132.0,0.0195,0.0173,25107.29,158.0,141.0,35785500.0,31834200.0,3740986.0,9.57,8.51,2026-05-01,2026-05-31,monthly,31,False,490.24,226490.51,120676.97,5.097,inkano,rilys
InKano Basic Tee - Kaos wanita full katun atasan wanita basic lengan pendek,Berjalan,Iklan Produk,26514706880,GMV Max ROAS,Semua Penempatan,2024-10-22,166759.0,4873.0,0.0292,165.0,143.0,0.0339,0.029300000000000003,12679.98,198.0,175.0,20239300.0,17796000.0,2092197.0,9.67,8.51,2026-05-01,2026-05-31,monthly,31,False,429.34,102218.69,67490.23,6.387,inkano,kaos
